"SMILES_STD","SAMPLE_NAME","SAMPLE_ID","GENE_SYMBOL"
"CON(C)C(=O)N1N=C(S[C@]1(CCCN)C2=CC=CC=C2)C3=C(F)C=CC(F)=C3","ARRY-520","NCGC00346464-01","KIF11"
"CNC(=O)C1=C(OC2=C1C=C(C3CC3)C(=C2)N(CCO)S(C)(=O)=O)C4=CC=C(F)C=C4","Nesbuvir","NCGC00346463-01",""
"CCOC(=O)C1=C(C)N=C(S)NC1C2=CC(O)=CC=C2","Monastrol","NCGC00025103-01","KIF11"
"N[C@@H](CSC(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3)C(O)=O","S-Trityl-L-cysteine","NCGC00159541-02","KIF11"
"CC1=CC2=C(C=C1)N=C3N(CC[C@@]3(O)C2=O)C4=CC=CC=C4","(-)-Blebbistatin","NCGC00092288-01","MYH2"
"COC(=O)N1CCN(CC2=C(F)C(NC(=O)NC3=CN=C(C)C=C3)=CC=C2)CC1","Omecamtiv mecarbil","NCGC00346618-01","MYH7"
"CC(C)OC1=C(Cl)C=C(C=C1)C(=O)N[C@@H](CNC(=O)CN(C)C)CC2=CC=C(C=C2)C3=CN4C=CC=C([C@H](C)O)C4=N3","GSK-923295","NCGC00346943-01","CENPE"
"COC1=CC2=C(C=C1OC)C(=NC3=CC(Br)=C(O)C(Br)=C3)N=CN2","WHI-P97","NCGC00346942-01","EGFR"
"CC[C@@]1(O)C(=O)OCC2=C1C=C3N(CC4=C3N=C5C=CC(O)=C(CN(C)C)C5=C4)C2=O","Topotecan hydrochloride","NCGC00014925-07","TOP1"
"NC(=O)C1=CC(=CC=C1)C2=CC(NC=N2)=NC3=CC=C(OC(F)(F)F)C=C3","GNF 2","NCGC00346808-01","ABL1"
"CC[C@@]1(O)C(=O)OCC2=C1C=C3N(CC4=C3N=C5C=CC=CC5=C4)C2=O","Camptothecin","NCGC00016994-16","TOP1"
"CCC1=C2C=C(O)C=CC2=NC3=C1CN4C3=CC5=C(COC(=O)[C@]5(O)CC)C4=O","SN-38","NCGC00167831-01","TOP1"
"CC1(C)CCC2=C(O1)C3=C(C=CC=C3)C(=O)C2=O","beta-Lapachone","NCGC00015598-03","TOP1"
"COC1=C2C(O)=C3C(=O)C4=C(C[C@](O)(C[C@@H]4O[C@@H]5C[C@H](N)[C@H](O[C@@H]6CCCCO6)[C@H](C)O5)C(=O)CO)C(=O)C3=C(O)C2=CC=C1","Pirarubicin","NCGC00167982-02","TOP2A"
"OCCNCCNC1=C2C(O)=C3C(=O)C=CC(=O)C3=C(O)C2=C(NCCNCCO)C=C1","Mitoxantrone","NCGC00015693-08","TOP2A"
"OC1=CC=C(C=C1)C2=COC3=C(C(O)=CC(O)=C3)C2=O","Genistein","NCGC00015479-20","TOP2A"
"CC[C@@]1(O)C[C@H](O[C@@H]2C[C@@H]([C@H](O[C@@H]3C[C@H](O)[C@H](O[C@@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)N(C)C)C5=C(C=C6C(=O)C7=C(C(O)=CC=C7)C(=O)C6=C5O)[C@H]1C(=O)OC","Aclarubicin","NCGC00167503-02","TOP2A"
"COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N3C[C@@H]4CCCN[C@H]4C3)C5CC5","Moxifloxacin hydrochloride monohydrate","NCGC00183881-01","TOP2B"
"CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N3CCNCC3)C(F)=C2","Norfloxacin","NCGC00016916-12","TOP2B"
"C[C@@H]1CN(C[C@@H](C)N1)C2=C(F)C3=C(C(=O)C(=CN3C4CC4)C(O)=O)C(N)=C2F","Sparfloxacin","NCGC00166294-02","TOP2B"
"N[C@H]1CN(CC12CC2)C3=C(Cl)C4=C(C=C3F)C(=O)C(=CN4[C@H]5C[C@@H]5F)C(O)=O","Sitafloxacin","NCGC00183844-01","TOP2B"
"CC(C)OC(=O)[C@H](C)N[P@@](=O)(OC[C@@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@](C)(F)[C@@H]1O)OC3=CC=CC=C3","Sofosbuvir","NCGC00346462-01",""
"CC(C)C1NC(=O)C(NC(=O)C2=CC=C(C)C3=C2NC4=C(C(=O)NC5C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C6CCCN6C(=O)C(NC5=O)C(C)C)C(=N)C(=O)C(C)=C4O3)C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C7CCCN7C1=O","Actinomycin D","NCGC00025059-04","PRKDC"
"CO[C@@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C4=C(O)C(=CNN5CCN(CC5)C6CCCC6)C(=NC(=O)C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C4C(O)=C3C","Rifapentine","NCGC00167431-02","PRKDC"
"CO[C@@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C4=C(O)C(=CNN5CCN(C)CC5)C(=NC(=O)C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C4C(O)=C3C","Rifampicin","NCGC00022678-07","PRKDC"
"CC1=CC(O)=C2C(O)=C3C(O)=CC(=O)C4=C3C5=C2C1=C(O)C=C5C(C)(C)C4=O","Resistomycin","NCGC00160275-01","POLR2A"
"OC[C@H]1O[C@H]([C@@H](F)[C@@H]1O)N2C=NC3=C2NC(Cl)=NC3=N","Clofarabine","NCGC00164553-03",""
"OC[C@@H]1[C@@H](O)C[C@@H](N2C=NC3=C2NC(=N)NC3=O)C1=C","Entecavir","NCGC00346720-01",""
"OC[C@H]1OC[C@@H](O1)N2C=CC(=N)NC2=O","Troxacitabine","NCGC00183848-01",""
"CCCOC1=CC2=C(NC(N2)=NC(=O)OC)C=C1","Oxibendazole","NCGC00018238-08",""
"OCC(CO)OCN1C=NC2=C1NC(=N)NC2=O","Ganciclovir","NCGC00015471-06",""
"CC(C)[C@]12O[C@@H]1[C@@H]3O[C@@]34[C@]5(O[C@@H]5C[C@@H]6C7=C(CC[C@]46C)C(=O)OC7)[C@@H]2O","Triptolide","NCGC00163411-05","POLR2A"
"CO[C@H]([C@@H]1CC2=C(C(=O)[C@H]1O[C@H]3C[C@H](O[C@H]4C[C@H](O[C@H]5C[C@](O)(CO)[C@@H](O)[C@H](C)O5)[C@@H](O)[C@H](C)O4)[C@@H](O)[C@H](C)O3)C(O)=C6C(C=C(C[C@@H]7C[C@H](O[C@@H]8C[C@@H](O)[C@H](O)[C@@H](C)O8)[C@@H](O)[C@@H](C)O7)C(C)=C6O)=C2)C(=O)[C@@H](O)[C@@H](C)O","Mithramycin","NCGC00162423-04","ADH1A"
"NC(O)=NO","Hydroxyurea","NCGC00015520-10","RRM1"
"NC1=NC(=O)N2CC12","Imexon","NCGC00181304-01","RRM1"
"CC1=CNN=C1","Fomepizole","NCGC00015646-04","ADH1"
"OC[C@H]1O[C@@H](OC2=CC3=C(C=C2)C(=O)C(=CO3)C4=CC=C(O)C=C4)[C@H](O)[C@@H](O)[C@@H]1O","Daidzin","NCGC00163532-01","ADH1"
"CCOC1=CC=C(C=C1)N=C2NC(=CS2)C3=C(C)N=C4C=CC=CN34","JK 184","NCGC00263211-01","ADH7"
"CCN(CC)C(=S)SSC(=S)N(CC)CC","Disulfiram","NCGC00016000-10","ALDH2"
"CN(CC#C)CC1=CC2=C(OC3=C1C=CC=C3)C=CC=C2","Omigapil","NCGC00346431-01","GAPDH"
"CCC(C)N1N=CN(C1=O)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(OC[C@@H]5CO[C@@](CN6C=NC=N6)(O5)C7=C(Cl)C=C(Cl)C=C7)C=C4","Itraconazole","NCGC00274068-02",""
"COC1=C2OC(=O)C=CC2=CC3=C1OC=C3","Methoxsalen","NCGC00016418-14","CYP1A2"
"OC1=CC(O)=C(C=C1)C2=C(O)C(=O)C3=C(O2)C=C(O)C=C3O","Morin hydrate","NCGC00015672-01","CYP1A2"
"OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C3=CC(O)=C(O)C(O)=C3","Myricetin","NCGC00015697-11","CYP1A2"
"OC1=CC=C(C=C1)[C@H]2CC(=O)C3=C(O2)C=C(O)C=C3O","Naringenin","NCGC00016457-03","CYP3A4"
"COC1=CC2=C(C=C1)N=CC=C2C(O)[C@H]3CC4CCN3C[C@@H]4C=C","Quinidine","NCGC00015871-07","CYP2D6"
"S=P(N1CC1)(N2CC2)N3CC3","ThioTEPA","NCGC00095042-08",""
"OC1=C(O)C(=O)C2=C(O)C=C(OC2=C1)C3=CC=CC=C3","Baicalein","NCGC00017236-08","CYP2C9"
"OC1=C(C#N)C(=O)C2=C(N1)SC=C2C3=CC=C(C=C3)C4=C(O)C=CC=C4","A-769662","NCGC00250373-01","PRKAA1"
"CN1CCN(CC2=CC=C(C=C2)C(=O)NC3=CC(N=C4NC=CC(=N4)C5=CN=CC=C5)=C(C)C=C3)CC1","Imatinib","NCGC00159456-06","ABL1"
"CC1=NC(=CC(N=C2NC=C(S2)C(=O)NC3=C(Cl)C=CC=C3C)=N1)N4CCN(CCO)CC4","Dasatinib","NCGC00181129-05","ABL1"
"CNC(=O)C1=CNC(C=C1)=NC2=CC(=NC3=C(C=CC=C3)S(=O)(=O)C(C)C)C4=C(NC=C4)N2","HMSL10015","NCGC00346956-01","ABL1"
"CSC1=CC(=CC=C1)N=C2NC=C3C=C(C(=O)N(C)C3=N2)C4=C(Cl)C=CC=C4Cl","PD-173955","NCGC00345829-01","SRC"
"CN1C(=O)C(=CC2=CNC(=NC3=CC(=CC=C3)C(O)=O)N=C12)C4=C(Cl)C=CC=C4Cl","PD-173955 Analogue 1","NCGC00345830-01","SRC"
"O=C(CC1=NC=C(C=C1)C2=CC=C(OCCN3CCOCC3)C=C2)NCC4=CC=CC=C4","KX-01","NCGC00346644-01","SRC"
"COC1=C(OCC2CCN(C)CC2)C=C3NC=NC(=NC4=C(F)C=C(Br)C=C4)C3=C1","Vandetanib","NCGC00167513-03","EGFR"
"COCCOC1=CC2=C(C=C1OCCO)C(=NC3=CC(=CC=C3)C#C)N=CN2","OSI-420","NCGC00346578-01","EGFR"
"COC1=CC2=C(C=C1OCCCN3CCOCC3)C(=NC4=CC(Cl)=C(F)C=C4)N=CN2","Gefitinib","NCGC00159455-04","EGFR"
"C[C@@H]1COC(NC2=CC3=C(NC=NC3=NC4=CC(Cl)=C(OCC5=NC=CS5)C=C4)C=C2)=N1","Varlitinib tosylate","NCGC00346724-01","EGFR"
"FC1=C(Cl)C=C(C=C1)N=C2N=CNC3=C2C=C(NC(=O)C=C)C(OCCCN4CCOCC4)=C3","Canertinib","NCGC00182713-01","EGFR"
"CN1CCN(CC1)C(C)(C)C#CC2=CC3=C(C=C2NC(=O)C=C)C(=NC4=CC(Cl)=C(F)C=C4)N=CN3","AV-412","NCGC00263195-01","EGFR"
"COC1=CC2=C(C=C1NC(=O)\C=C\CN3CCCCC3)C(=NC4=CC(Cl)=C(F)C=C4)N=CN2","Dacomitinib","NCGC00263185-01","EGFR"
"CN(C)C\C=C\C(=O)NC1=C(O[C@@H]2CCOC2)C=C3NC=NC(=NC4=CC(Cl)=C(F)C=C4)C3=C1","Afatinib","NCGC00185000-03","EGFR"
"CCN1CCN(CC2=CC=C(C=C2)C3=CC4=C(N3)NC=NC4=N[C@H](C)C5=CC=CC=C5)CC1","AEE-788","NCGC00263149-01","EGFR"
"COC1=CC2=C(C=C1OCCCCCCC(O)=NO)C(=NC3=CC(=CC=C3)C#C)N=CN2","CUDC-101","NCGC00263177-01","EGFR"
"CCOC1=CC2=C(C=C1NC(=O)\C=C\CN(C)C)C(=NC3=CC(Cl)=C(F)C=C3)C(=CN2)C#N","Pelitinib","NCGC00263103-01","EGFR"
"COC1=C(C=CC(=C1)N2CCN(C)CC2)N=C3NC=C(Cl)C(OC4=CC(NC(=O)C=C)=CC=C4)=N3","WZ-4002","NCGC00263144-02","EGFR"
"COC1=CC2=C(C=C1OC)C(=NC3=CC(Br)=CC=C3)N=CN2","PD-153035","NCGC00024956-02","EGFR"
"COC1=C(OC[C@@H]2C[C@H]3CN(C)C[C@H]3C2)C=C4NC=NC(=NC5=C(F)C(Cl)=C(Cl)C=C5)C4=C1","XL-647","NCGC00347284-01","EGFR"
"CN1CCN(CC1)C2=CC=C(C=C2)N=C3NC=C(Cl)C(OC4=CC(NC(=O)C=C)=CC=C4)=N3","WZ-3146","NCGC00346496-01","EGFR"
"CN1CCN(CC1)C2=CC=C(C=C2)N=C3NC=C(Cl)C(SC4=CC(NC(=O)C=C)=CC=C4)=N3","WZ-8040","NCGC00346497-01","EGFR"
"CC(C)(C)C1=C(O)C(Br)=CC(C=C(C#N)C#N)=C1","AG-1024","NCGC00346684-01","EGFR"
"COCCCOC1=C(OC)C=CC(C[C@H](C[C@H](N)[C@@H](O)C[C@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)=C1","Aliskiren hemifumarate","NCGC00186464-02",""
"CC1=CC(=CC=C1)N=C2NC(=CS2)C3=CC=NC=C3","STF-62247","NCGC00344081-02",""
"CC(=C)[C@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@H]5CC[C@@]34C)[C@H]12","Lupeol","NCGC00168853-03",""
"CO[C@@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C4=C(C(O)=C3C)C(O)=C(NC(=O)C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C5=C4N=C6C=C(C)C=CN56","Rifaximin","NCGC00271415-02","NR1I2"
"CS(=O)(=O)N(CC(O)CN1C2=C(C=CC=C2)C3=C1C=CC=C3)CC4=CC=CO4","KL001","NCGC00079434-03",""
"CCOC1=CC2=C(C=C1NC(=O)\C=C\CN(C)C)C(=NC3=CC(Cl)=C(OCC4=NC=CC=C4)C=C3)C(=CN2)C#N","Neratinib","NCGC00241101-02","EGFR"
"COC1=C(C=CC(=C1)N2CCC(CC2)C(N)=O)N=C3NC(=N)C(Cl)=C(NC4=C(C=CC=C4)S(=O)(=O)C(C)C)N3","HMSL10016","NCGC00346957-01","EGFR"
"FC1=CC(COC2=C(Cl)C=C(C=C2)N=C3N=CNC4=C3C=C(NC(=O)C=C)C=C4)=CC=C1","AST-1306","NCGC00346478-02","ERBB2"
"FC(F)(F)C1=CC=C(\C=C\C2=NC(COC3=CC=C(CCCCN4C=CN=N4)C=C3)=CO2)C=C1","Mubritinib","NCGC00346582-01","ERBB2"
"CC1=C(OC2=CC3=NC=NN3C=C2)C=CC(=C1)N=C4N=CNC5=C4C=C(C=C5)C6=CC=C(CNCCS(C)(=O)=O)O6","ARRY-380","NCGC00346672-01","ERBB2"
"CC1=CC(NC(=O)NC2=CC=C(C=C2)C3=CC=CC4=C3C(=N)NN4)=C(F)C=C1","Linifanib","NCGC00250403-01","KDR"
"COC1=C(OC)C=C2C(OC3=CC(F)=C(NC(=O)NC4=C(F)C=C(F)C=C4)C=C3)=CC=NC2=C1","KI-8751","NCGC00167768-02","FLT1"
"COC1=C(OCCCN2CCOCC2)C=C3N=CC=C(OC4=C(F)C=C(NC(=O)C5(CC5)C(=O)NC6=CC=C(F)C=C6)C=C4)C3=C1","Foretinib","NCGC00263104-01","KDR"
"CNC(=O)C1=NC=CC(OC2=CC(F)=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1","Regorafenib","NCGC00263138-01","KDR"
"COC1=CC(OC)=CC(CCC2=CC(NN2)=NC(=O)C3=CC=C(C=C3)N4C[C@H](C)N[C@H](C)C4)=C1","AZD-4547","NCGC00346713-01",""
"CC1=CNC(C=C2C(=O)NC3=C2C=CC=C3)=C1CCC(O)=O","SU-5402","NCGC00346878-01",""
"N=C1N=CN=C2N(NC(=C12)C3=CC4=C(NC=C4)N=C3)C5CCCC5","PP-121","NCGC00346619-01","PDGFRA"
"CC1=C(C(=O)N2CCC[C@@H]2CN3CCCC3)C(C)=C(N1)C=C4C(=O)NC5=C4C=C(C=C5)S(=O)(=O)CC6=C(Cl)C=CC=C6Cl","PHA-665752","NCGC00346642-01","MET"
"COC1=CC2=C(C=C1)C(OC3=CNC(C=C3)=NC(=O)C4=C(C)N(CC(C)(C)O)N(C4=O)C5=CC=CC=C5)=CC=N2","AMG-458","NCGC00346670-01","MET"
"O=C1NC(=O)[C@H]([C@@H]1C2=CNC3=C2C=CC=C3)C4=CN5CCCC6=C5C4=CC=C6","Tivantinib","NCGC00346686-01","MET"
"CNC(=O)C1=C(F)C=C(C=C1)C2=NN3C(CC4=CC5=C(C=C4)N=CC=C5)=CN=C3N=C2","INCB-28060","NCGC00346702-01","MET"
"CN1CCC(COC2=CN=C(N=C2)C3=CC(CN4N=C(C=CC4=O)C5=CC(=CC=C5)C#N)=CC=C3)CC1","EMD-1214063","NCGC00345793-01","MET"
"COC1=CC(=CC(OC)=C1OC)[C@@H]2[C@H]3[C@H](COC3=O)[C@@H](O)C4=C2C=C5OCOC5=C4","Picropodophyllin","NCGC00161923-04","IGFR1"
"CC1=CC(=CC2=C1N=C(N2)C3=C(NC[C@@H](O)C4=CC(Cl)=CC=C4)C=CNC3=O)N5CCOCC5","BMS-536924","NCGC00346460-02","IGFR1"
"N=C1N=CNC2=C1C(=CN2[C@@H]3C[C@H](CN4CCC4)C3)C5=CC(OCC6=CC=CC=C6)=CC=C5","NVP-AEW541","NCGC00346461-01","IGFR1"
"CC1=NC(=CC=C1)C2=C(NC(=N2)C(C)(C)C)C3=CC4=C(C=C3)N=CC=N4","SB-525334","NCGC00186024-02",""
"NC(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC4=C(OCO4)C=C3)C5=NC=CC=C5","SB-431542","NCGC00025230-01",""
"O=C(NC1CCOCC1)C2=CC=C(C=C2)C3=NC=CC(=C3)C4=CNN=C4C5=NC=CC=C5","GW-788388","NCGC00346679-01",""
"COC1=C(C=CC(=C1)N2CCC(CC2)N3CCN(C)CC3)N=C4NC=NC(N4)=NC5=C(C=CC=C5)S(=O)(=O)C(C)C","ASP-3026","NCGC00345791-01","ALK"
"COC1=C(NS(=O)(=O)C2=C(F)C=C(F)C=C2)C=C(C=N1)C3=CC4=C(C=C3)N=CC=C4C5=CN=NC=C5","GSK-2126458","NCGC00250408-01","PIK3CA"
"CN(\N=C\C1=CN=C2C=CC(Br)=CN12)S(=O)(=O)C3=C(C)C=CC(=C3)[N+]([O-])=O","PIK-75","NCGC00346500-01","PIK3CA"
"CCC(C)(C)C1=CC=C(CC(C)CN2C[C@H](C)O[C@H](C)C2)C=C1","Amorolfine hydrochloride","NCGC00167524-03",""
"ClC1=CC(Cl)=C(C=C1)C(CN2C=CN=C2)OCC3=CC=C(SC4=CC=CC=C4)C=C3","Fenticonazole nitrate","NCGC00253713-02",""
"ClC1=CC(Cl)=C(C=C1)C(CN2C=CN=C2)OCC3=C(Cl)C=CC=C3Cl","Isoconazole nitrate","NCGC00179642-04",""
"ClC1=CC=C(COC(CN2C=CN=C2)C3=C(Cl)C=C(Cl)C=C3)C=C1","Econazole nitrate","NCGC00018258-09",""
"CN(C\C=C\C#CC(C)(C)C)CC1=C2C=CC=CC2=CC=C1","Terbinafine hydrochloride","NCGC00159346-05",""
"COC1=NC(=CC=C1)N(C)C(=S)OC2=CC3=C(CCCC3)C=C2","Liranaftate","NCGC00164601-03",""
"CN(C(=S)OC1=CC2=C(C=CC=C2)C=C1)C3=CC(C)=CC=C3","Tolnaftate","NCGC00016610-08",""
"CC(C)(C)OC(=O)N[C@@H]1CCCCCC=C[C@H]2C[C@]2(NC(=O)[C@H]3C[C@H](CN3C1=O)OC(=O)N4CC5=C(C4)C(F)=CC=C5)C(=O)NS(=O)(=O)C6CC6","Danoprevir","NCGC00346498-01",""
"COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C2=NC(=CN2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5=CNC(=N5)[C@H]6CCCN6C(=O)[C@H](NC(=O)OC)C(C)C","Daclatasvir dihydrochloride","NCGC00346533-01",""
"CCC[C@H](NC(=O)[C@H]1[C@H]2CCC[C@@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C3=NC=CN=C3)C4CCCCC4)C(C)(C)C)C(=O)C(=O)NC5CC5","Telaprevir","NCGC00346545-01",""
"NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O","Furosemide","NCGC00016241-11",""
"CC(C)NC(=O)NS(=O)(=O)C1=CNC=CC1=NC2=CC(C)=CC=C2","Torasemide","NCGC00016879-07",""
"CC(C)N[C@H]1CCN2C(=O)NC3=C2C(=CC=C3)[C@H]1O","Zilpaterol","NCGC00346470-01","ADRB1"
"CC(CCC1=CC=C(O)C=C1)NCCC2=CC(O)=C(O)C=C2","Dobutamine","NCGC00015321-04","ADRB1"
"CC(NCCC1=CC=C(O)C=C1)C(O)C2=CC=C(O)C=C2","Ritodrine hydrochloride","NCGC00015887-05","ADRB2"
"CCOC1=C(OCCNC(C)CC2=CC(=C(OC)C=C2)S(N)(=O)=O)C=CC=C1","Tamsulosin hydrochloride","NCGC00346740-01","ADRA1A"
"C[C@H](CC1=CC(C(N)=O)=C2N(CCCO)CCC2=C1)NCCOC3=C(OCC(F)(F)F)C=CC=C3","Silodosin","NCGC00346558-01","ADRA1A"
"CNCC(O)C1=CC=C(O)C=C1","Synephrine","NCGC00015924-13","ADRA1A"
"CNC[C@H](O)C1=CC(O)=CC=C1","Phenylephrine hydrochloride","NCGC00024257-07","ADRA1A"
"CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2","Phenoxybenzamine hydrochloride","NCGC00015121-16",""
"CCC1(CCC(=O)NC1=O)C2=CC=C(N)C=C2","Aminoglutethimide","NCGC00015110-12","CYP19A1"
"CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N","Anastrozole","NCGC00164619-04","CYP19A1"
"COC1=CC(O)=C(C=C1)C(C)=O","Paeonol","NCGC00095977-03",""
"CC[C@@]1(O)C(=O)OCC2=C1C=C3N(CC4=C3N=C5C=CC(O)=CC5=C4)C2=O","10-hydroxycamptothecin","NCGC00095986-02","TOP1"
"OC1=CC2=C(C=C1O)C3C4=C(OCC3(O)C2)C(O)=C(O)C=C4","Hematoxylin","NCGC00095460-06",""
"OCC(O)C(O)C(O)CO","Ribitol","NCGC00095537-06",""
"COC1=CC(=CC(OC)=C1OC)[C@@H]2[C@@H]3[C@H](COC3=O)[C@@H](O)C4=C2C=C5OCOC5=C4","Podofilox","NCGC00022001-14","IGFR1"
"COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N3CCNC(C)C3)C4CC4","Gatifloxacin","NCGC00068236-08","TOP2B"
"COC1=CC2=C(NC=C(C#N)C2=NC3=CC(OC)=C(Cl)C=C3Cl)C=C1OCCCN4CCN(C)CC4","Bosutinib","NCGC00241107-03","ABL1"
"CN1CCN(CCOC2=CC3=C(C(OC4CCOCC4)=C2)C(=NC5=C(Cl)C=CC6=C5OCO6)N=CN3)CC1","Saracatinib","NCGC00241099-01","SRC"
"COC1=CC2=C(C=C1OC)C(=NC3=CC(Cl)=CC=C3)N=CN2","AG-1478","NCGC00016017-07","EGFR"
"COCC(=O)NC\C=C\C1=CC2=C(NC=NC2=NC3=CC(C)=C(OC4=CN=C(C)C=C4)C=C3)C=C1","CP-724714","NCGC00263101-01","ERBB2"
"CNC(=O)CN1CCC(CC1)OC2=C(OC)C=C3NC=NC(=NC4=C(F)C(Cl)=CC=C4)C3=C2","Sapitinib","NCGC00346573-01","ERBB2"
"CCCNC(=O)NC1=C(Cl)C=C(OC2=C3C=C(OC)C(OC)=CC3=NC=N2)C=C1","KRN-633","NCGC00346548-01","FLT1"
"CNC(=O)C1=C(SC2=CC3=NNC(C=CC4=NC=CC=C4)=C3C=C2)C=CC=C1","Axitinib","NCGC00241108-03","FLT1"
"CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1","Sorafenib","NCGC00167488-03","FLT1"
"ClC1=CC=C(C=C1)N=C2NN=C(CC3=CC=NC=C3)C4=C2C=CC=C4","Vatalanib dihydrochloride","NCGC00181350-02","VEGFA"
"CC1(C)CNC2=C1C=CC(NC(=O)C3=CC=CNC3=NCC4=CC=NC=C4)=C2","Motesanib","NCGC00263205-01","FLT1"
"COC(=O)C1=CC2=C(C=C1)C(C(=NC3=CC=C(C=C3)N(C)C(=O)CN4CCN(C)CC4)C5=CC=CC=C5)=C(O)N2","Vargatef","NCGC00263156-02","FLT1"
"CN1C=C(C=N1)C2=NN3C(SC4=CC5=C(C=C4)N=CC=C5)=NN=C3C=C2","SGX-523","NCGC00263163-02","MET"
"C[C@@H](O)COC1=CN2N=CN=C(OC3=C(F)C4=C(NC(C)=C4)C=C3)C2=C1C","Brivanib","NCGC00263160-01","KDR"
"OCCN1C=C(C=N1)C2=NC3=C(N=NN3CC4=CC5=C(C=C4)N=CC=C5)N=C2","PF-04217903","NCGC00263161-01","MET"
"COC1=C(OC)C=C2C(OC3=CC=C(NC(=O)C4(CC4)C(=O)NC5=CC=C(F)C=C5)C=C3)=CC=NC2=C1","Cabozantinib","NCGC00263164-01","KDR"
"COC1=C(OCCCN2CCCC2)C=C3N=CN=C(OC4=C(F)C5=C(NC(C)=C5)C=C4)C3=C1","Cediranib","NCGC00263097-01","FLT1"
"FC1=CC=C(C=C1)C2=CNC=C(C(=O)NC3=CC(F)=C(OC4=C(Cl)C(=N)NC=C4)C=C3)C2=O","BMS-794833","NCGC00263176-01","KDR"
"COC1=C(C=C2C(OC3=CC(Cl)=C(NC(=O)NC4CC4)C=C3)=CC=NC2=C1)C(N)=O","Lenvatinib","NCGC00263198-01","FLT1"
"NC(=O)C1=C(NSC1=NC(=O)NCCCCN2CCCC2)OCC3=C(F)C=C(Br)C=C3F","OSI-632","NCGC00263100-01","KDR"
"CC1=C(CCC(O)=O)C(C)=C(N1)C=C2C(=O)NC3=C2C=CC=C3","Orantinib","NCGC00241113-01","FLT1"
"CCN(CC)CCNC(=O)C1=C(C)NC(C=C2C(=O)NC3=C2C=C(F)C=C3)=C1C","Sunitinib malate","NCGC00164631-03","FLT1"
"CN1N=CC(C)=C1C(=O)NC2=C(F)C=CC(=C2)N=C3C=CC4=C(NNC4=C3)C=CC5=NC=CC=C5","AG-13958","NCGC00345821-01","FLT1"
"CCNC(=O)NC1=C(Cl)C=C(OC2=C(C=NOC)C(=N)NC=N2)C=C1","JNJ-38158471","NCGC00345847-01","FLT1"
"FC1=C(NC(=O)C2=C(Cl)C(=CC=C2)C3(CC3)C#N)C=C(OC4=NC5=C(NC(S5)=NC(=O)C6CC6)C=C4)C=C1","Takeda-6d","NCGC00345858-01","FLT1"
"CN(C[C@@H]1COCCO1)S(=O)(=O)N=C2C=CC3=CC=C4NC=C(C=C4C(=O)C3=C2)C5=CN(C)N=C5","MK-2461","NCGC00346695-01","FLT1"
"CCN1C[C@H](C)N2C(=C(O)C3=C2C(=NN(CC4=CC(Cl)=C(F)C=C4)C3=O)C(=O)NC)C1=O","MK-2048","NCGC00346694-01",""
"CN1CCN(CC2=C(C=C(NC(=O)C3=CC(C#CC4=CN=C5C=CC=NN45)=C(C)C=C3)C=C2)C(F)(F)F)CC1","Ponatinib","NCGC00263152-02",""
